gene_id,expected_SYN,observed_SYN,observed/expected_SYN,gene_SYN,gene_length,obs_syn,exp_syn,oe_syn,mu_syn,oe_lof,oe_syn_lower,oe_syn_upper,oe_lof_lower,oe_lof_upper,expected/gene_length,lower_oe_bound,LOEUF_SYN,posterior_distribution_mean_SYN
ENSG00000115145,75.95892768764615,75.0,0.9873757079406202,STAM2,59192,84,93.06200000000001,0.9026200000000001,4.4842e-06,0.46091000000000004,0.756,1.082,0.299,0.733,0.001283263408697901,0.8194819481948195,1.1965196519651966,1.000540717376294
ENSG00000157827,125.90937778542418,125.0,0.9927775214092952,FMNL2,314598,179,210.48,0.8504299999999999,1.1032e-05,0.16495,0.752,0.963,0.098,0.288,0.0004002230713018652,0.8586858685868587,1.1517151715171519,1.00071974158057
ENSG00000196504,71.85993994093835,90.0,1.252436337602995,PRPF40A,66405,181,142.66,1.2687,7.0254e-06,0.25584,1.123,1.435,0.168,0.4,0.0010821465242216452,1.0561056105610562,1.4923492349234924,1.266351524736856
ENSG00000177917,36.382438227745105,44.0,1.2093746912884407,ARL6IP6,43361,75,54.053999999999995,1.3875,2.6158e-06,0.45793999999999996,1.151,1.681,0.225,1.047,0.0008390590214189042,0.9498949894989499,1.5545554555455545,1.2367023238738026
ENSG00000177519,27.27209143770323,25.0,0.916688038286565,RPRM,1471,32,32.563,0.9827,1.5361000000000002e-06,0.48972,0.741,1.32,0.164,1.735,0.01853983102495121,0.6680668066806681,1.2803280328032804,0.9533486376787854
ENSG00000144278,77.62920217989557,70.0,0.9017225223799687,GALNT13,581936,94,102.98,0.9127799999999999,5.2357000000000005e-06,0.11009000000000001,0.772,1.083,0.049,0.285,0.0001333981781156271,0.7436743674367436,1.1001100110011002,0.9146042726996677
ENSG00000162989,112.0021595485816,94.0,0.8392695317560099,KCNJ3,160053,100,115.06,0.8691200000000001,7.1467e-06,0.05389,0.738,1.026,0.018,0.256,0.0006997816944923344,0.7102710271027103,0.9962996299629964,0.84819793103001
ENSG00000153234,147.20016141265657,132.0,0.8967381471135423,NR4A2,17917,153,154.44,0.99065,1.1023e-05,0.0,0.868,1.133,0.0,0.133,0.00821567011289036,0.7786778677867787,1.0361036103610362,0.9035316179250086
ENSG00000115159,136.65466157266266,153.0,1.1196105441207076,GPD2,178446,150,139.28,1.077,7.3599000000000005e-06,0.60246,0.942,1.233,0.429,0.86,0.0007658040055404025,0.9818981898189819,1.2803280328032804,1.1269282600953516
ENSG00000136542,123.7128709866072,133.0,1.075070030622749,GALNT5,56614,182,175.59,1.0365,8.8049e-06,0.70726,0.918,1.172,0.517,0.981,0.0021851992614301623,0.933893389338934,1.2415241524152416,1.0831532639357013
ENSG00000136541,53.484238504004644,52.0,0.9722490485885199,ERMN,9089,58,53.799,1.0781,2.6977e-06,0.7369399999999999,0.872,1.342,0.443,1.285,0.005884501980856491,0.7780778077807781,1.224922492249225,0.9909461428014024
ENSG00000115165,67.56761526368341,67.0,0.9915993000275608,CYTIP,74343,73,77.664,0.93994,4.472e-06,0.39255999999999996,0.777,1.142,0.229,0.708,0.0009088631782909407,0.8144814481448145,1.215121512151215,1.0063992895155516
ENSG00000123612,75.24125752779473,79.0,1.0499558699004568,ACVR1C,102239,96,96.884,0.99087,5.1587e-06,0.37385,0.839,1.174,0.23,0.634,0.0007359349908331921,0.8754875487548756,1.2661266126612662,1.0632464504284669
ENSG00000115170,114.29328389377572,115.0,1.0061833563805997,ACVR1,139417,103,107.81,0.95542,6.5752999999999995e-06,0.23026,0.814,1.125,0.125,0.454,0.0008197944575896463,0.8650865086508651,1.1747174717471747,1.0149327768708658
ENSG00000007001,51.75420271781339,49.0,0.9467830132978666,UPP2,259453,70,75.126,0.9317700000000001,4.019e-06,0.47738,0.767,1.137,0.27,0.897,0.00019947428905356035,0.7528752875287529,1.2013201320132014,0.9661051136311011
ENSG00000153237,74.67682633670206,91.0,1.2185841908934398,CCDC148,285673,114,93.24600000000001,1.2226,4.3451999999999995e-06,1.1691,1.049,1.428,0.912,1.512,0.00026140666544161354,1.0285028502850286,1.4505450545054506,1.2319750817527386
ENSG00000144283,246.37266961162985,238.0,0.9660162402557552,PKP4,225916,267,275.07,0.97067,1.64e-05,0.47721,0.878,1.074,0.359,0.641,0.0010905498929320184,0.8692869286928693,1.0755075507550755,0.9700751320215357
ENSG00000163331,12.821151030404135,11.0,0.8579572905673251,DAPL1,67465,22,18.635,1.1806,8.667e-07,1.2171,0.842,1.672,0.643,1.882,0.00019004151827472222,0.54005400540054,1.416941694169417,0.9347993821186369
ENSG00000115183,441.21360459723996,428.0,0.9700516836752984,TANC1,264025,435,441.49,0.98531,2.9539e-05,0.30513,0.91,1.067,0.22,0.429,0.0016711054051595112,0.8964896489648965,1.0507050705070506,0.9723181595717366
ENSG00000196151,64.02465195114819,62.0,0.9683769940257851,WDSUB1,51007,81,92.352,0.87708,4.8817e-06,0.94411,0.732,1.055,0.669,1.359,0.0012552130482315798,0.7892789278927893,1.1963196319631964,0.9839959777299251
ENSG00000123636,309.4969155379714,311.0,1.0048565410075765,BAZ2B,297714,371,379.57,0.9774200000000001,1.8803e-05,0.20148,0.897,1.065,0.143,0.288,0.0010395779692522736,0.9160916091609161,1.1037103710371037,1.008087590978662
ENSG00000136536,105.9757384652675,103.0,0.9719205687229746,MARCH7,58539,133,132.15,1.0064,6.6447e-06,0.20462,0.873,1.162,0.115,0.384,0.0018103441887505338,0.8286828682868287,1.144914491449145,0.9813566907494111
ENSG00000241399,31.177487484375284,24.0,0.7697862123119347,CD302,29390,34,40.313,0.84339,2.0024e-06,0.86261,0.641,1.123,0.519,1.494,0.0010608195809586691,0.5574557455745575,1.0825082508250825,0.8018606059097066
ENSG00000054219,297.3154181585369,296.0,0.995575681319576,LY75,132899,313,335.85,0.9319700000000001,1.7606e-05,0.77254,0.849,1.023,0.647,0.926,0.002237153162616249,0.9054905490549056,1.0961096109610962,0.9989391126753854
ENSG00000153246,237.39314097591298,219.0,0.9225203352535816,PLA2R1,130603,263,271.25,0.9695799999999999,1.4432999999999999e-05,0.70024,0.876,1.074,0.568,0.868,0.0018176698925439154,0.8264826482648265,1.0319031903190319,0.9267327568757442
ENSG00000115221,162.86089793329788,158.0,0.9701530693064905,ITGB6,172223,172,168.88,1.0185,1.0357000000000001e-05,0.93071,0.899,1.156,0.71,1.234,0.0009456396528529748,0.8524852485248525,1.1071107110711071,0.9762932786058987
ENSG00000153250,57.66302239809958,73.0,1.2659759576252438,RBMS1,221644,100,78.595,1.2723,4.2694999999999995e-06,0.25858000000000003,1.081,1.502,0.146,0.486,0.000260160538512658,1.0481048104810482,1.5381538153815382,1.2833059306153247
ENSG00000136560,65.33328537470645,64.0,0.9795925558150084,TANK,99314,77,81.354,0.9464799999999999,4.4176e-06,0.15642,0.786,1.144,0.07,0.404,0.0006578456750781003,0.8010801080108011,1.2061206120612062,0.9948986894232444
ENSG00000115233,24.995873874406556,18.0,0.7201188520330278,PSMD14,103680,37,50.11,0.73838,2.4733e-06,0.062736,0.567,0.971,0.021,0.298,0.00024108674647382866,0.49784978497849786,1.067906790679068,0.7601252242249152
ENSG00000136535,102.29654229912072,88.0,0.8602441296860568,TBR1,9777,145,155.92,0.92999,7.4537e-06,0.0409,0.812,1.067,0.014,0.194,0.010462978653893906,0.7240724072407241,1.027102710271027,0.8700196311597623
ENSG00000144290,127.95821251026003,127.0,0.9925115200387533,SLC4A10,560950,197,199.92,0.9853799999999999,1.0106e-05,0.24017,0.877,1.109,0.158,0.375,0.00022810983601080314,0.8594859485948595,1.1501150115011503,1.0003265713776412
ENSG00000197635,134.50695526211948,133.0,0.9887964510148728,DPP4,82302,139,139.66,0.9952799999999999,7.1052999999999995e-06,0.43508,0.866,1.146,0.312,0.616,0.0016343096797419197,0.8590859085908591,1.141914191419142,0.9962310107969394
ENSG00000115263,32.47094961218727,44.0,1.3550573828455437,GCG,9523,45,34.157,1.3175,1.8228e-06,0.38464,1.036,1.685,0.188,0.88,0.0034097395371403202,1.064106410641064,1.7341734173417342,1.3831943860461187
ENSG00000078098,116.0021003671562,115.0,0.9913613601479243,FAP,74468,142,137.18,1.0352,7.509e-06,0.86277,0.902,1.19,0.682,1.1,0.0015577442709238357,0.8522852285228523,1.1575157515751575,0.9999818937144279
ENSG00000115267,165.78096027716902,173.0,1.0435456503012257,IFIH1,51625,212,188.69,1.1235,9.602200000000001e-06,1.2467,1.004,1.259,1.01,1.548,0.003211253467838625,0.9222922292229223,1.1837183718371838,1.0495777060833131
ENSG00000115271,28.07406225566024,39.0,1.3891826428552174,GCA,52756,48,38.292,1.2535,1.9645e-06,0.59533,0.993,1.594,0.348,1.074,0.0005321491821908454,1.0747074707470747,1.7917791779177918,1.4179677945015332
ENSG00000184611,237.75994846742924,258.0,1.0851280952197189,KCNH7,467324,263,240.35,1.0942,1.3188e-05,0.23060999999999998,0.989,1.212,0.149,0.367,0.0005087689664289213,0.9804980498049806,1.202920292029203,1.0893340180694078
ENSG00000182263,162.03442974945798,185.0,1.141732656979458,FIGN,142617,209,170.36,1.2268,1.0839e-05,0.089124,1.095,1.376,0.035,0.281,0.0011361508778719085,1.0131013101310131,1.2897289728972898,1.1479041848550227
ENSG00000115290,74.50929148620759,81.0,1.0871127396909137,GRB14,129037,105,94.986,1.1054,5.4501e-06,0.27471,0.943,1.3,0.16,0.496,0.000577425788620377,0.9084908490849085,1.3077307730773078,1.100533883915975
ENSG00000082438,181.6351958617706,202.0,1.1121192621375406,COBLL1,190056,231,219.96,1.0502,1.1625999999999998e-05,0.26199,0.942,1.171,0.164,0.434,0.0009556930371141695,0.991899189918992,1.2497249724972497,1.117624803039212
ENSG00000169507,57.77183830005159,67.0,1.1597346037704355,SLC38A11,59340,80,76.288,1.0487,3.9957e-06,1.183,0.874,1.263,0.831,1.697,0.0009735732777224737,0.9524952495249526,1.4213421342134214,1.177043497290674
ENSG00000153253,334.8684100582957,358.0,1.0690766559248674,SCN3A,116546,401,370.57,1.0821,2.0375e-05,0.096275,0.996,1.175,0.056,0.174,0.0028732724422828385,0.9806980698069807,1.1667166716671669,1.0720629035671156
ENSG00000136531,336.33282702948486,331.0,0.9841441970544929,SCN2A,152907,374,370.9,1.0084,2.0452e-05,0.060487,0.926,1.098,0.031,0.127,0.002199590777593471,0.8996899689968997,1.077907790779078,0.9871174423628144
ENSG00000178662,123.65950844001112,118.0,0.9542331316741678,CSRNP3,219761,133,129.71,1.0254,8.161e-06,0.21186999999999998,0.89,1.184,0.11,0.445,0.0005626999715145596,0.8218821882188219,1.111911191119112,0.9623198531290338
ENSG00000115339,113.44987929601704,108.0,0.9519622292254974,GALNT3,47092,106,112.63,0.9411700000000001,5.855800000000001e-06,0.58178,0.803,1.106,0.401,0.863,0.0024091115114248077,0.8146814681468147,1.116911691169117,0.9607766943109187
ENSG00000123607,239.73707928056348,263.0,1.0970351386162172,TTC21B,96369,257,238.86,1.0759,1.213e-05,0.67797,0.971,1.193,0.543,0.852,0.0024876991489022763,0.9920992099209921,1.2149214921492149,1.10120637488472
ENSG00000144285,373.99224159933283,358.0,0.957239108675239,SCN1A,138854,364,385.88,0.94329,2.2351e-05,0.022602,0.865,1.029,0.008,0.071,0.002693420726801769,0.8780878087808781,1.0447044704470447,0.9599129609341085
ENSG00000169432,232.43211414391195,246.0,1.0583735423397105,SCN9A,180809,377,351.2,1.0735,1.8273e-05,0.54886,0.986,1.169,0.429,0.708,0.0012855118613780948,0.9538953895389539,1.1763176317631763,1.062675873812636
ENSG00000136546,168.18594240826877,177.0,1.0524066248672272,SCN7A,90675,281,268.7,1.0458,1.2887e-05,0.5958399999999999,0.948,1.154,0.457,0.784,0.0018548215319356908,0.9312931293129313,1.192119211921192,1.05835242500772
ENSG00000163092,637.495222513626,649.0,1.0180468450273414,XIRP2,371267,692,638.12,1.0844,3.3491e-05,0.7827,1.018,1.155,0.662,0.928,0.0017170802212790957,0.9546954695469547,1.0863086308630863,1.0196154842338552
ENSG00000172318,66.81013365308661,77.0,1.152519771922992,B3GALT1,55370,76,67.48899999999999,1.1261,3.682e-06,0.4357,0.935,1.363,0.227,0.916,0.0012066124914770924,0.9588958895889589,1.3931393139313932,1.1674874981411665
ENSG00000198648,83.528128945734,82.0,0.9817052175713551,STK39,294122,96,94.944,1.0111,5.6811000000000005e-06,0.08898099999999999,0.856,1.198,0.04,0.23,0.0002839914353422525,0.8212821282128213,1.1797179717971797,0.9936772324195651
ENSG00000172292,70.23185448200135,82.0,1.1675613666305014,CERS6,319273,90,84.807,1.0612,4.8562e-06,0.28341,0.894,1.265,0.165,0.511,0.00021997429936763006,0.976897689768977,1.402940294029403,1.181799867352992
ENSG00000163072,83.11440638732499,89.0,1.0708131582537845,NOSTRIN,78976,103,102.1,1.0089,5.3346000000000006e-06,0.79828,0.859,1.188,0.59,1.094,0.0010524008102122796,0.9020902090209021,1.2771277127712772,1.082844766739427
ENSG00000152253,26.798793503913494,24.0,0.8955627049589088,SPC25,79240,35,42.19,0.8295899999999999,2.2959e-06,0.36001,0.633,1.1,0.187,0.757,0.00033819779787876695,0.6486648664866487,1.2595259525952596,0.9328724466722512
ENSG00000152254,72.91171863964004,85.0,1.1657933948876622,G6PC2,8756,90,70.362,1.2791,3.932e-06,1.2925,1.078,1.524,0.913,1.801,0.00832705786199635,0.9782978297829783,1.3961396139613962,1.179508583440983
ENSG00000073734,229.31107050486654,250.0,1.0902221137844907,ABCB11,108385,284,247.87,1.1458,1.2932000000000001e-05,0.47291000000000005,1.039,1.264,0.354,0.638,0.00211570854366256,0.9834983498349835,1.2107210721072108,1.0945830022396288
ENSG00000073737,71.24048377267174,63.0,0.8843286382084784,DHRS9,31379,63,66.615,0.94573,3.7184e-06,0.9928899999999999,0.771,1.166,0.623,1.618,0.002270323584966753,0.7220722072207221,1.0907090709070908,0.8983656007196593
ENSG00000081479,1003.5412568874518,987.0,0.983517113248781,LRP2,235577,951,920.92,1.0327,5.5289e-05,0.19529000000000002,0.978,1.089,0.154,0.249,0.0042599288423209895,0.9334933493349336,1.0365036503650364,0.9845135844881419
ENSG00000163093,61.31187205440571,58.0,0.9459831849292273,BBS5,46745,50,60.61600000000001,0.8248700000000001,2.9975e-06,0.54951,0.656,1.044,0.351,0.89,0.001311624174872301,0.7658765876587659,1.177117711771177,0.962293239777088
ENSG00000239474,112.8281843377587,105.0,0.9306185384112492,KLHL41,16561,103,119.31,0.86329,6.291699999999999e-06,0.46891000000000005,0.735,1.017,0.288,0.795,0.006812884749577846,0.7946794679467947,1.0945094509450946,0.9394815721104038
ENSG00000138399,113.00407816245068,121.0,1.0707578165989253,FASTKD1,44127,159,155.52,1.0224,8.0064e-06,1.0598,0.898,1.166,0.827,1.371,0.0025608828645149384,0.9240924092409242,1.2453245324532454,1.0796070547526238
ENSG00000138398,95.5517451915029,103.0,1.0779499609721357,PPIG,57067,141,123.95,1.1375,6.1004999999999994e-06,0.17022,0.991,1.308,0.096,0.32,0.0016743782780153662,0.9190919091909191,1.2697269726972698,1.0884154945719065
ENSG00000154479,47.17929397263979,44.0,0.9326125148357768,CCDC173,49009,76,80.398,0.9453,3.6781e-06,0.84339,0.785,1.144,0.614,1.178,0.0009626659179464953,0.7326732673267327,1.199119911991199,0.9538082476952912
ENSG00000144362,34.20309226162988,31.0,0.9063507990117253,PHOSPHO2,7244,31,40.646,0.76269,1.8274e-06,0.84726,0.572,1.029,0.462,1.615,0.004721575408839022,0.6810681068106811,1.2231223122312231,0.9355875544934281
ENSG00000213160,99.03855440776019,107.0,1.080387336425177,KLHL23,82502,106,107.9,0.9824299999999999,5.747200000000001e-06,0.36063,0.838,1.154,0.211,0.651,0.0012004382246219509,0.9238923892389239,1.2687268726872687,1.090484414334806
ENSG00000138385,45.32550931414051,48.0,1.0590063018889257,SSB,20132,60,68.253,0.8790899999999999,3.3477999999999995e-06,0.27512,0.713,1.09,0.15,0.543,0.002251416119319517,0.8402840284028403,1.346934693469347,1.0810683153489729
ENSG00000138382,31.99855982340571,32.0,1.0000450075441594,METTL5,14851,33,37.773,0.87364,1.8438e-06,0.70009,0.661,1.168,0.41,1.262,0.0021546400796852543,0.7548754875487549,1.3433343334333434,1.0312887628941945
ENSG00000144357,107.72421370673614,97.0,0.9004475100098546,UBR3,256674,244,287.65,0.84826,1.4887e-05,0.06603200000000001,0.763,0.943,0.035,0.13,0.0004196927375064718,0.7640764076407641,1.065906590659066,0.9097304740305745
ENSG00000071909,248.63868807951465,261.0,1.0497159634164905,MYO3B,477027,275,261.39,1.0521,1.3901e-05,0.8053100000000001,0.953,1.163,0.657,0.992,0.0005212256079415099,0.948894889488949,1.1631163116311631,1.0537378636594656
ENSG00000204335,59.30586431183187,57.0,0.961119118006483,SP5,2728,128,109.22,1.1719,5.5789999999999994e-06,0.18894,1.014,1.357,0.076,0.595,0.021739686331316666,0.7766776677667767,1.1983198319831985,0.9779808566648821
ENSG00000128683,128.02624617011534,125.0,0.9763622986641801,GAD1,47939,122,126.16,0.96703,7.8189e-06,0.27159,0.834,1.124,0.163,0.474,0.0026706073587291213,0.8444844484448445,1.1327132713271328,0.9841731970534936
ENSG00000115806,90.69657062917227,84.0,0.9261651175704063,GORASP2,38666,92,97.501,0.94358,5.5092e-06,0.14847,0.796,1.122,0.067,0.384,0.0023456414066407765,0.7764776477647765,1.1105110511051106,0.9371908927795771
ENSG00000198586,99.29532102980382,93.0,0.9366000233997506,TLK1,240492,133,139.61,0.95268,6.909299999999999e-06,0.063831,0.827,1.1,0.028,0.165,0.0004128840919024492,0.7920792079207921,1.1127112711271128,0.9466709913932962
ENSG00000123600,27.29999632912368,25.0,0.9157510388867693,METTL8,117394,57,62.15,0.91714,2.84e-06,0.8904799999999999,0.74,1.144,0.608,1.335,0.00023255018424385982,0.6672667266726673,1.2789278927892789,0.9523743645338543
ENSG00000115827,84.41216284283847,77.0,0.9121908195073891,DCAF17,50836,84,90.81,0.92501,4.1971e-06,0.53278,0.775,1.109,0.355,0.82,0.0016604800307427506,0.7588758875887589,1.1025102510251026,0.9240374535269633
ENSG00000071967,63.61163325622809,69.0,1.0847072534998046,CYBRD1,35887,75,65.484,1.1453,3.5738999999999998e-06,0.42371000000000003,0.95,1.388,0.22,0.891,0.0017725536616665669,0.8932893289328934,1.3253325332533255,1.100427637782381
ENSG00000077380,53.37518601505254,47.0,0.8805589920894206,DYNC1I2,61012,93,106.57,0.8726700000000001,5.4411e-06,0.5241100000000001,0.737,1.037,0.365,0.769,0.0008748309515349856,0.6968696869686969,1.122912291229123,0.8992942897211155
ENSG00000115840,136.39617421219714,146.0,1.070411254885066,SLC25A12,223887,141,130.57,1.0799,7.1081e-06,0.23817,0.941,1.242,0.143,0.416,0.0006092188211561955,0.935893589358936,1.227922792279228,1.0777428388226347
ENSG00000128708,48.798626877839,44.0,0.9016647150779112,HAT1,69642,56,75.553,0.74121,3.9733e-06,0.17003,0.597,0.926,0.083,0.389,0.0007007068561764309,0.7082708270827083,1.1593159315931594,0.9221570939077829
ENSG00000172878,57.53260508977621,51.0,0.8864538624735927,METAP1D,82669,58,67.226,0.8627600000000001,3.9267e-06,0.67145,0.698,1.074,0.422,1.111,0.0006959392890899395,0.7080708070807081,1.1193119311931194,0.9038353107398106
ENSG00000144355,40.571653629616634,50.0,1.2323875298861575,DLX1,4938,80,59.70399999999999,1.34,2.881e-06,0.0,1.118,1.614,0.0,0.293,0.008216211751643708,0.9820982098209822,1.5595559555955596,1.2569256568192457
ENSG00000115844,34.19235193627793,31.0,0.9066354972530901,DLX2,3462,76,79.184,0.9597899999999999,3.8196e-06,0.0,0.797,1.162,0.0,0.254,0.009876473696209686,0.6812681268126813,1.2235223522352237,0.9358814322121515
ENSG00000091409,211.09602306563966,198.0,0.9379617726783631,ITGA6,79100,202,219.83,0.9189,1.3113e-05,0.37345,0.818,1.033,0.268,0.529,0.002668723426872815,0.8354835483548355,1.0553055305530554,0.9426989533484558
ENSG00000152256,65.13688743129568,69.0,1.0593076015917864,PDK1,69723,78,83.493,0.93421,4.5772e-06,0.5009100000000001,0.777,1.128,0.32,0.812,0.0009342238204221803,0.8724872487248725,1.2943294329432944,1.0746598830764684
ENSG00000091428,195.64861461378598,193.0,0.9864623901425809,RAPGEF4,317620,200,206.55,0.9682700000000001,1.1757000000000001e-05,0.17801,0.862,1.089,0.113,0.288,0.0006159832964353189,0.8774877487748776,1.1115111511151115,0.9915735942365841
ENSG00000091436,120.70230045511454,119.0,0.9858967024762915,MLTK,192576,150,149.76,1.0016,7.9893e-06,0.47262,0.876,1.147,0.334,0.681,0.0006267774824231188,0.8496849684968497,1.1481148114811481,0.994181548715588
ENSG00000144354,78.80304563749557,59.0,0.7487020269674322,CDCA7,14178,80,102.31,0.78196,6.4019000000000005e-06,0.32321,0.652,0.942,0.189,0.583,0.005558121430208462,0.6072607260726073,0.9298929892989299,0.7613918918312869
ENSG00000172845,137.18148471258942,169.0,1.2319446779138885,SP3,59244,192,148.36,1.2942,7.8053e-06,0.030846,1.15,1.459,0.01,0.146,0.0023155338044796,1.087108710871087,1.3995399539953997,1.2392342913887688
